,gender,age,income,user_id,signup_date,signup_year,age_group,income_group,amount,spend_group
6590,M,49,79000,6591,2017-11-10,2017,2,4,128.49,7
6591,M,36,63000,6592,2017-12-23,2017,1,3,65.45,5
6592,F,52,89000,6593,2018-03-02,2018,3,5,85.75,5
6593,M,43,72000,6594,2018-03-23,2018,2,4,26.830000000000002,3
6594,M,19,58000,6595,2017-08-12,2017,1,3,4.35,1
6595,F,47,59000,6596,2016-04-30,2016,2,3,209.36,9
6596,M,40,66000,6597,2015-04-26,2015,2,3,35.0,3
6597,M,36,75000,6598,2017-02-22,2017,1,4,383.29,10
6598,F,71,114000,6599,2017-07-31,2017,5,5,78.47,5
6599,F,38,99000,6600,2017-07-17,2017,1,5,371.03000000000003,10
6600,M,36,91000,6601,2018-07-09,2018,1,5,113.17,6
6601,M,72,37000,6602,2018-03-01,2018,5,1,11.620000000000001,1
6602,M,65,30000,6603,2018-01-10,2018,4,1,18.83,2
6603,M,49,48000,6604,2017-07-31,2017,2,2,6.359999999999999,1
6604,F,47,52000,6605,2017-10-27,2017,2,2,147.64000000000001,8
6605,F,75,97000,6606,2018-01-17,2018,5,5,146.77,8
6606,F,55,63000,6607,2014-09-08,2014,3,3,53.239999999999995,4
6607,F,63,84000,6608,2014-08-05,2014,4,4,103.47,6
6608,F,54,106000,6609,2016-10-16,2016,3,5,223.61,9
6609,F,42,72000,6610,2017-12-26,2017,2,4,215.72,9
6610,F,67,70000,6611,2016-10-08,2016,4,3,798.63,10
6611,F,62,74000,6612,2018-02-04,2018,4,4,141.02,7
6612,F,60,58000,6613,2018-02-26,2018,4,3,99.52,6
6613,M,74,46000,6614,2018-01-05,2018,5,2,10.16,1
6614,M,65,58000,6615,2016-02-11,2016,4,3,196.92000000000002,9
6615,M,60,57000,6616,2017-12-07,2017,4,2,14.760000000000002,2
6616,F,70,47000,6617,2017-10-23,2017,5,2,128.35,7
6617,F,72,109000,6618,2016-04-21,2016,5,5,63.730000000000004,5
6618,M,50,76000,6619,2017-10-06,2017,2,4,39.71,3
6619,M,54,85000,6620,2016-08-14,2016,3,4,267.9,10
6620,M,66,92000,6621,2017-06-06,2017,4,5,277.81,10
6621,F,62,45000,6622,2015-02-02,2015,4,1,78.87,5
6622,M,20,53000,6623,2017-11-01,2017,1,2,18.19,2
6623,M,52,92000,6624,2017-10-29,2017,3,5,29.45,3
6624,F,95,66000,6625,2017-08-16,2017,5,3,26.02,3
6625,M,73,49000,6626,2017-06-26,2017,5,2,92.5,6
6626,M,21,71000,6627,2015-11-11,2015,1,4,66.91,5
6627,M,90,55000,6628,2018-07-17,2018,5,2,9.97,1
6628,M,63,96000,6629,2016-06-16,2016,4,5,179.12,8
6629,M,29,30000,6630,2017-10-27,2017,1,1,20.86,2
6630,M,66,91000,6631,2016-12-02,2016,4,5,184.59,9
6631,M,59,72000,6632,2016-04-30,2016,3,4,88.69,6
6632,M,33,64000,6633,2016-05-26,2016,1,3,20.31,2
6633,M,60,57000,6634,2015-04-29,2015,4,2,50.31,4
6634,F,79,77000,6635,2016-05-22,2016,5,4,16.92,2
6635,F,50,86000,6636,2015-10-14,2015,2,5,143.15,7
6636,M,28,35000,6637,2017-08-15,2017,1,1,13.370000000000001,2
6637,M,67,39000,6638,2016-01-07,2016,4,1,44.69,4
6638,M,52,46000,6639,2018-05-29,2018,3,2,10.45,1
6639,M,61,44000,6640,2018-01-08,2018,4,1,17.55,2
6640,M,28,62000,6641,2015-05-30,2015,1,3,23.4,2
6641,M,86,56000,6642,2016-11-16,2016,5,2,167.36,8
6642,F,40,51000,6643,2016-03-15,2016,2,2,92.24,6
6643,M,64,118000,6644,2016-02-18,2016,4,5,236.14,9
6644,M,64,107000,6645,2017-12-23,2017,4,5,118.77,7
6645,M,63,51000,6646,2017-09-04,2017,4,2,2.05,1
6646,M,19,54000,6647,2018-05-11,2018,1,2,30.06,3
6647,M,41,32000,6648,2016-12-12,2016,2,1,24.23,3
6648,M,51,79000,6649,2014-05-17,2014,2,4,0.0,1
6649,F,62,99000,6650,2014-09-22,2014,4,5,172.85,8
6650,M,47,65000,6651,2016-05-29,2016,2,3,124.52000000000001,7
6651,M,54,99000,6652,2017-05-22,2017,3,5,96.52000000000001,6
6652,M,54,63000,6653,2017-12-04,2017,3,3,289.09000000000003,10
6653,F,69,92000,6654,2017-03-22,2017,4,5,227.37,9
6654,M,55,83000,6655,2015-08-03,2015,3,4,168.27,8
6655,F,29,59000,6656,2017-01-07,2017,1,3,36.6,3
6656,M,49,57000,6657,2018-05-16,2018,2,2,38.27,3
6657,M,72,64000,6658,2018-07-17,2018,5,3,67.03,5
6658,F,58,70000,6659,2017-10-10,2017,3,3,98.92,6
6659,F,56,53000,6660,2018-03-03,2018,3,2,90.35,6
6660,M,36,73000,6661,2018-02-24,2018,1,4,9.81,1
6661,M,51,70000,6662,2017-10-06,2017,2,3,11.84,1
6662,F,47,58000,6663,2017-02-19,2017,2,3,185.21,9
6663,F,69,114000,6664,2017-07-25,2017,4,5,270.81,10
6664,M,69,58000,6665,2018-01-06,2018,4,3,673.67,10
6665,M,53,68000,6666,2014-02-02,2014,3,3,77.58,5
6666,M,49,74000,6667,2017-11-19,2017,2,4,26.62,3
6667,M,50,73000,6668,2016-07-12,2016,2,4,131.9,7
6668,M,33,63000,6669,2016-09-05,2016,1,3,54.24,4
6669,F,61,72000,6670,2018-01-22,2018,4,4,115.2,7
6670,F,56,71000,6671,2016-04-11,2016,3,4,110.13,6
6671,F,64,66000,6672,2018-07-22,2018,4,3,17.29,2
6672,F,47,60000,6673,2017-09-05,2017,2,3,49.61,4
6673,M,26,50000,6674,2016-05-14,2016,1,2,58.74,4
6674,F,47,54000,6675,2016-06-21,2016,2,2,158.58,8
6675,F,77,90000,6676,2014-03-13,2014,5,5,96.58000000000001,6
6676,M,52,54000,6677,2017-12-26,2017,3,2,14.39,2
6677,M,23,49000,6678,2018-02-24,2018,1,2,4.21,1
6678,M,55,57000,6679,2018-03-07,2018,3,2,0.0,1
6679,F,37,72000,6680,2018-06-18,2018,1,4,10.92,1
6680,F,81,108000,6681,2017-12-04,2017,5,5,117.75999999999999,7
6681,M,51,72000,6682,2015-08-19,2015,2,4,128.91,7
6682,F,54,97000,6683,2016-05-27,2016,3,5,236.22,9
6683,M,69,69000,6684,2017-12-26,2017,4,3,8.02,1
6684,F,61,119000,6685,2017-01-09,2017,4,5,162.9,8
6685,F,85,104000,6686,2017-03-18,2017,5,5,243.11,10
6686,F,22,32000,6687,2017-10-16,2017,1,1,8.03,1
6687,M,64,36000,6688,2013-10-03,2013,4,1,50.19,4
6688,F,72,87000,6689,2017-01-13,2017,5,5,272.34000000000003,10
6689,F,49,52000,6690,2017-10-01,2017,2,2,90.59,6
6690,F,52,39000,6691,2016-09-11,2016,3,1,196.87,9
6691,M,73,110000,6692,2017-07-17,2017,5,5,278.6,10
6692,M,46,76000,6693,2013-10-05,2013,2,4,124.19999999999999,7
6693,M,80,77000,6694,2016-02-13,2016,5,4,143.59,7
6694,M,36,39000,6695,2018-02-09,2018,1,1,9.69,1
6695,F,64,85000,6696,2018-01-13,2018,4,4,21.4,2
6696,M,86,59000,6697,2018-02-21,2018,5,3,9.01,1
6697,M,40,56000,6698,2013-10-04,2013,2,2,22.57,2
6698,M,49,62000,6699,2017-04-28,2017,2,3,21.880000000000003,2
6699,F,36,51000,6700,2017-07-05,2017,1,2,114.09,6
6700,M,29,58000,6701,2017-10-25,2017,1,3,15.75,2
6701,M,36,60000,6702,2018-06-29,2018,1,3,28.01,3
6702,O,39,53000,6703,2015-09-13,2015,1,2,266.15,10
6703,F,41,55000,6704,2017-08-20,2017,2,2,18.95,2
6704,F,86,72000,6705,2016-11-06,2016,5,4,133.1,7
6705,M,46,88000,6706,2018-02-02,2018,2,5,79.42,5
6706,F,42,56000,6707,2016-05-20,2016,2,2,91.15,6
6707,F,54,34000,6708,2016-10-05,2016,3,1,114.5,7
6708,F,47,82000,6709,2018-01-03,2018,2,4,85.55,5
6709,M,44,30000,6710,2015-11-21,2015,2,1,124.7,7
6710,F,19,61000,6711,2016-10-31,2016,1,3,54.28,4
6711,F,42,66000,6712,2017-09-19,2017,2,3,151.07,8
6712,M,57,97000,6713,2017-10-26,2017,3,5,998.59,10
6713,M,61,31000,6714,2016-05-02,2016,4,1,220.22,9
6714,M,56,46000,6715,2017-08-21,2017,3,2,17.490000000000002,2
6715,M,23,47000,6716,2017-10-10,2017,1,2,8.09,1
6716,F,54,109000,6717,2018-03-10,2018,3,5,114.37,7
6717,F,65,70000,6718,2017-08-10,2017,4,3,346.8,10
6718,F,75,83000,6719,2018-05-25,2018,5,4,0.0,1
6719,M,46,70000,6720,2017-05-15,2017,2,3,69.72,5
6720,M,69,51000,6721,2017-10-20,2017,4,2,48.0,4
6721,M,58,94000,6722,2015-11-30,2015,3,5,153.45,8
6722,M,67,114000,6723,2016-04-09,2016,4,5,244.96,10
6723,F,66,96000,6724,2017-04-24,2017,4,5,46.83,4
6724,M,18,38000,6725,2014-02-24,2014,1,1,29.54,3
6725,M,73,43000,6726,2017-08-08,2017,5,1,21.1,2
6726,M,59,83000,6727,2016-06-11,2016,3,4,0.0,1
6727,M,42,61000,6728,2018-04-12,2018,2,3,14.2,2
6728,F,84,37000,6729,2017-12-30,2017,5,1,126.88000000000001,7
6729,F,71,87000,6730,2017-09-15,2017,5,5,127.15,7
6730,M,52,91000,6731,2017-07-31,2017,3,5,157.32,8
6731,F,57,70000,6732,2017-10-29,2017,3,3,595.7900000000001,10
6732,M,66,97000,6733,2017-11-13,2017,4,5,161.56,8
6733,M,58,72000,6734,2016-01-11,2016,3,4,185.18,9
6734,F,53,49000,6735,2015-08-28,2015,3,2,135.41,7
6735,M,49,91000,6736,2017-11-21,2017,2,5,54.56,4
6736,F,56,55000,6737,2016-07-01,2016,3,2,225.1,9
6737,F,69,88000,6738,2017-11-05,2017,4,5,182.82999999999998,9
6738,F,69,75000,6739,2017-08-08,2017,4,4,218.39000000000001,9
6739,M,25,61000,6740,2015-08-15,2015,1,3,94.85,6
6740,M,55,86000,6741,2017-04-06,2017,3,5,184.44,9
6741,M,22,48000,6742,2015-09-06,2015,1,2,162.41,8
6742,M,28,45000,6743,2018-04-29,2018,1,1,21.93,2
6743,F,69,81000,6744,2018-01-07,2018,4,4,129.83,7
6744,M,56,43000,6745,2018-01-07,2018,3,1,9.819999999999999,1
6745,F,40,57000,6746,2017-01-30,2017,2,2,176.1,8
6746,M,48,71000,6747,2018-02-24,2018,2,4,615.4,10
6747,M,29,36000,6748,2017-09-13,2017,1,1,15.030000000000001,2
6748,F,49,82000,6749,2018-06-07,2018,2,4,79.28999999999999,5
6749,M,61,65000,6750,2017-12-17,2017,4,3,18.26,2
6750,F,48,55000,6751,2017-07-29,2017,2,2,86.47,5
6751,M,48,57000,6752,2017-11-18,2017,2,2,30.91,3
6752,M,53,76000,6753,2017-11-09,2017,3,4,111.24,6
6753,M,41,76000,6754,2017-03-10,2017,2,4,207.21,9
6754,M,42,42000,6755,2016-02-07,2016,2,1,130.24,7
6755,F,71,71000,6756,2017-01-24,2017,5,4,163.47,8
6756,M,57,65000,6757,2018-06-16,2018,3,3,21.76,2
6757,M,70,39000,6758,2018-06-10,2018,5,1,11.01,1
6758,M,58,64000,6759,2015-06-13,2015,3,3,155.67000000000002,8
6759,F,66,85000,6760,2015-09-06,2015,4,4,275.44,10
6760,F,78,111000,6761,2017-10-30,2017,5,5,206.07,9
6761,M,49,73000,6762,2017-02-26,2017,2,4,209.15,9
6762,M,57,83000,6763,2018-06-12,2018,3,4,810.87,10
6763,M,46,71000,6764,2017-10-14,2017,2,4,16.03,2
6764,F,53,55000,6765,2015-11-21,2015,3,2,59.99,4
6765,F,63,65000,6766,2014-03-04,2014,4,3,42.78,4
6766,M,61,67000,6767,2018-04-06,2018,4,3,24.700000000000003,3
6767,M,65,50000,6768,2017-04-15,2017,4,2,250.73,10
6768,F,32,48000,6769,2018-07-05,2018,1,2,99.28999999999999,6
6769,F,61,75000,6770,2017-04-23,2017,4,4,96.64,6
6770,M,58,69000,6771,2014-01-08,2014,3,3,23.98,3
6771,M,54,69000,6772,2015-10-11,2015,3,3,114.22999999999999,6
6772,M,61,78000,6773,2017-10-14,2017,4,4,64.33,5
6773,M,43,31000,6774,2017-01-09,2017,2,1,102.28999999999999,6
6774,M,46,94000,6775,2018-03-01,2018,2,5,765.24,10
6775,M,65,74000,6776,2017-10-23,2017,4,4,320.8,10
6776,F,72,94000,6777,2017-06-09,2017,5,5,1069.53,10
6777,F,49,71000,6778,2018-03-13,2018,2,4,26.97,3
6778,M,60,91000,6779,2015-08-27,2015,4,5,304.73,10
6779,O,73,71000,6780,2018-05-16,2018,5,4,69.92,5
6780,F,30,66000,6781,2016-05-16,2016,1,3,205.69,9
6781,M,49,68000,6782,2018-05-21,2018,2,3,3.6700000000000004,1
6782,F,63,94000,6783,2015-09-08,2015,4,5,233.47,9
6783,M,45,35000,6784,2017-12-13,2017,2,1,95.93,6
6784,M,81,68000,6785,2017-11-10,2017,5,3,120.58,7
6785,F,42,47000,6786,2018-03-13,2018,2,2,10.34,1
6786,F,62,31000,6787,2016-02-19,2016,4,1,42.19,4
6787,M,26,66000,6788,2016-10-29,2016,1,3,57.8,4
6788,M,59,78000,6789,2017-01-02,2017,3,4,141.75,7
6789,M,49,52000,6790,2017-11-15,2017,2,2,42.730000000000004,4
6790,M,40,62000,6791,2015-12-07,2015,2,3,532.6800000000001,10
6791,M,31,59000,6792,2016-08-06,2016,1,3,85.25,5
6792,M,54,72000,6793,2018-04-17,2018,3,4,39.68,3
6793,M,43,67000,6794,2017-09-03,2017,2,3,56.58,4
6794,F,74,77000,6795,2017-12-16,2017,5,4,78.44,5
6795,M,65,73000,6796,2015-08-01,2015,4,4,79.82,5
6796,M,57,52000,6797,2017-12-19,2017,3,2,166.04999999999998,8
6797,F,71,64000,6798,2016-06-11,2016,5,3,206.65,9
6798,M,26,38000,6799,2014-02-07,2014,1,1,56.8,4
6799,M,45,49000,6800,2016-01-05,2016,2,2,127.39,7
6800,M,58,63000,6801,2014-02-04,2014,3,3,74.0,5
6801,M,49,83000,6802,2017-04-02,2017,2,4,140.09,7
6802,F,51,105000,6803,2016-04-19,2016,2,5,233.76999999999998,9
6803,M,47,84000,6804,2016-11-04,2016,2,4,203.15,9
6804,M,35,32000,6805,2016-04-07,2016,1,1,43.49,4
6805,M,40,49000,6806,2015-06-14,2015,2,2,39.25,3
6806,F,64,73000,6807,2016-09-30,2016,4,4,79.71,5
6807,M,60,71000,6808,2018-01-05,2018,4,4,618.85,10
6808,M,44,66000,6809,2016-06-24,2016,2,3,130.29,7
6809,M,61,67000,6810,2015-05-27,2015,4,3,536.53,10
6810,M,25,37000,6811,2018-03-17,2018,1,1,26.82,3
6811,F,51,42000,6812,2018-01-20,2018,2,1,7.4,1
6812,F,53,100000,6813,2015-10-02,2015,3,5,83.9,5
6813,F,46,82000,6814,2018-03-09,2018,2,4,105.41,6
6814,M,83,83000,6815,2018-07-08,2018,5,4,54.54,4
6815,F,90,57000,6816,2018-03-19,2018,5,2,91.78999999999999,6
6816,M,41,82000,6817,2017-12-04,2017,2,4,0.0,1
6817,F,65,39000,6818,2018-01-28,2018,4,1,100.4,6
6818,F,58,55000,6819,2013-07-30,2013,3,2,63.95,5
6819,M,43,67000,6820,2014-08-17,2014,2,3,29.53,3
6820,F,32,38000,6821,2016-12-16,2016,1,1,110.92,6
6821,M,26,66000,6822,2017-08-11,2017,1,3,292.45,10
6822,M,59,79000,6823,2017-06-09,2017,3,4,175.07,8
6823,M,60,94000,6824,2017-12-26,2017,4,5,78.83,5
6824,M,46,42000,6825,2014-03-29,2014,2,1,29.200000000000003,3
6825,F,33,37000,6826,2017-03-31,2017,1,1,109.47,6
6826,F,38,60000,6827,2017-09-09,2017,1,3,110.63,6
6827,F,27,51000,6828,2016-02-10,2016,1,2,494.15,10
6828,F,67,66000,6829,2015-10-19,2015,4,3,118.82,7
6829,M,25,74000,6830,2018-07-02,2018,1,4,313.53999999999996,10
6830,M,18,52000,6831,2018-06-13,2018,1,2,17.04,2
6831,M,56,74000,6832,2017-09-10,2017,3,4,65.59,5
6832,M,52,94000,6833,2015-12-17,2015,3,5,171.69,8
6833,F,53,96000,6834,2016-01-20,2016,3,5,143.22,7
6834,M,25,55000,6835,2016-06-28,2016,1,2,147.03,8
6835,M,74,61000,6836,2017-11-24,2017,5,3,146.64,8
6836,M,34,46000,6837,2014-03-10,2014,1,2,163.0,8
6837,M,27,45000,6838,2017-08-28,2017,1,1,7.86,1
6838,M,57,39000,6839,2018-07-02,2018,3,1,78.51,5
6839,M,74,63000,6840,2018-01-20,2018,5,3,42.42,4
6840,M,47,41000,6841,2018-01-29,2018,2,1,19.96,2
6841,M,71,63000,6842,2017-12-04,2017,5,3,92.98,6
6842,F,64,103000,6843,2016-07-09,2016,4,5,284.26,10
6843,F,65,95000,6844,2018-03-26,2018,4,5,58.9,4
6844,F,62,108000,6845,2016-12-23,2016,4,5,90.43,6
6845,M,73,84000,6846,2016-08-13,2016,5,4,149.17000000000002,8
6846,M,38,46000,6847,2017-11-16,2017,1,2,79.13000000000001,5
6847,M,49,81000,6848,2017-12-29,2017,2,4,81.1,5
6848,F,52,56000,6849,2018-07-07,2018,3,2,71.24000000000001,5
6849,F,42,70000,6850,2017-07-26,2017,2,3,201.15,9
6850,M,31,41000,6851,2017-08-11,2017,1,1,93.94,6
6851,F,75,72000,6852,2016-03-24,2016,5,4,200.03,9
6852,M,34,43000,6853,2017-11-09,2017,1,1,9.670000000000002,1
6853,F,46,95000,6854,2017-03-18,2017,2,5,268.76,10
6854,M,49,32000,6855,2016-12-23,2016,2,1,43.88,4
6855,F,57,49000,6856,2018-03-06,2018,3,2,21.14,2
6856,F,71,86000,6857,2016-01-03,2016,5,5,80.02000000000001,5
6857,M,56,96000,6858,2018-03-30,2018,3,5,147.18,8
6858,F,68,59000,6859,2017-12-22,2017,4,3,94.79,6
6859,F,57,92000,6860,2016-10-29,2016,3,5,221.03,9
6860,O,77,85000,6861,2016-05-30,2016,5,4,304.55,10
6861,F,52,81000,6862,2016-07-29,2016,3,4,196.23,9
6862,M,56,71000,6863,2016-02-14,2016,3,4,114.32,7
6863,M,59,31000,6864,2018-01-10,2018,3,1,33.34,3
6864,F,58,41000,6865,2018-04-28,2018,3,1,121.63,7
6865,O,21,60000,6866,2018-02-19,2018,1,3,6.1499999999999995,1
6866,M,74,55000,6867,2017-11-08,2017,5,2,24.1,3
6867,M,77,56000,6868,2017-10-12,2017,5,2,10.21,1
6868,M,62,69000,6869,2017-06-16,2017,4,3,352.17,10
6869,F,63,75000,6870,2017-10-23,2017,4,4,116.72,7
6870,F,60,42000,6871,2015-03-28,2015,4,1,149.66,8
6871,F,54,102000,6872,2017-04-25,2017,3,5,71.94,5
6872,M,57,55000,6873,2018-07-13,2018,3,2,6.9,1
6873,F,85,38000,6874,2017-08-06,2017,5,1,79.8,5
6874,M,51,36000,6875,2018-06-30,2018,2,1,95.92,6
6875,M,66,61000,6876,2018-02-11,2018,4,3,112.41000000000001,6
6876,F,59,35000,6877,2017-08-25,2017,3,1,62.31,5
6877,M,28,68000,6878,2018-06-20,2018,1,3,33.9,3
6878,M,40,56000,6879,2017-04-27,2017,2,2,200.46,9
6879,F,52,88000,6880,2015-12-12,2015,3,5,172.55,8
6880,F,87,72000,6881,2016-07-15,2016,5,4,203.95,9
6881,F,54,79000,6882,2018-04-19,2018,3,4,68.51,5
6882,F,54,79000,6883,2017-06-06,2017,3,4,301.12,10
6883,M,59,32000,6884,2017-08-28,2017,3,1,0.0,1
6884,F,68,74000,6885,2017-01-24,2017,4,4,46.29,4
6885,M,69,43000,6886,2016-02-18,2016,4,1,66.05,5
6886,F,48,31000,6887,2018-02-26,2018,2,1,10.79,1
6887,F,42,74000,6888,2017-08-16,2017,2,4,33.12,3
6888,M,64,67000,6889,2018-06-15,2018,4,3,64.42,5
6889,M,60,74000,6890,2016-10-31,2016,4,4,73.95,5
6890,M,21,31000,6891,2016-02-09,2016,1,1,101.59,6
6891,M,54,76000,6892,2017-11-06,2017,3,4,91.53999999999999,6
6892,M,69,97000,6893,2015-12-13,2015,4,5,202.21,9
6893,M,82,97000,6894,2016-12-30,2016,5,5,253.70000000000002,10
6894,F,24,53000,6895,2015-11-03,2015,1,2,200.04,9
6895,F,61,83000,6896,2016-03-24,2016,4,4,238.48,9
6896,M,64,85000,6897,2015-12-02,2015,4,4,43.83,4
6897,O,61,69000,6898,2015-12-19,2015,4,3,314.78,10
6898,F,55,96000,6899,2017-10-17,2017,3,5,89.12,6
6899,M,40,34000,6900,2018-02-05,2018,2,1,16.44,2
6900,M,65,68000,6901,2014-12-15,2014,4,3,49.49,4
6901,M,52,60000,6902,2018-04-02,2018,3,3,13.57,2
6902,M,65,89000,6903,2017-04-25,2017,4,5,192.88,9
6903,M,39,61000,6904,2018-05-10,2018,1,3,14.44,2
6904,M,73,32000,6905,2016-06-17,2016,5,1,156.03,8
6905,F,56,80000,6906,2017-09-14,2017,3,4,303.64,10
6906,F,90,95000,6907,2018-02-05,2018,5,5,60.79,4
6907,M,59,46000,6908,2018-06-10,2018,3,2,16.83,2
6908,F,56,67000,6909,2015-09-16,2015,3,3,177.18,8
6909,M,77,54000,6910,2017-10-23,2017,5,2,46.11,4
6910,M,32,66000,6911,2018-02-14,2018,1,3,9.4,1
6911,F,61,81000,6912,2016-05-12,2016,4,4,172.15,8
6912,M,44,52000,6913,2016-06-13,2016,2,2,170.89,8
6913,M,20,37000,6914,2017-08-04,2017,1,1,17.009999999999998,2
6914,M,63,75000,6915,2016-04-29,2016,4,4,199.07999999999998,9
6915,M,60,78000,6916,2015-12-04,2015,4,4,120.64,7
6916,M,21,55000,6917,2018-02-07,2018,1,2,30.450000000000003,3
6917,F,63,90000,6918,2016-08-06,2016,4,5,228.95,9
6918,M,83,56000,6919,2017-04-27,2017,5,2,166.0,8
6919,F,31,33000,6920,2017-08-09,2017,1,1,104.58,6
6920,M,22,50000,6921,2018-01-25,2018,1,2,472.66,10
6921,M,24,62000,6922,2018-07-07,2018,1,3,15.19,2
6922,M,35,46000,6923,2018-06-04,2018,1,2,150.53,8
6923,M,45,92000,6924,2017-09-28,2017,2,5,155.66,8
6924,F,40,84000,6925,2018-02-26,2018,2,4,0.0,1
6925,F,69,110000,6926,2017-04-26,2017,4,5,61.730000000000004,4
6926,M,78,117000,6927,2017-07-21,2017,5,5,185.54,9
6927,F,40,84000,6928,2017-07-21,2017,2,4,240.63,10
6928,M,20,33000,6929,2015-12-14,2015,1,1,118.63,7
6929,M,46,51000,6930,2018-07-20,2018,2,2,29.18,3
6930,M,46,95000,6931,2018-05-02,2018,2,5,0.0,1
6931,M,27,56000,6932,2018-05-05,2018,1,2,47.95,4
6932,M,78,85000,6933,2016-03-12,2016,5,4,316.52,10
6933,M,75,51000,6934,2016-04-11,2016,5,2,101.72,6
6934,M,68,100000,6935,2017-09-10,2017,4,5,213.89000000000001,9
6935,M,35,73000,6936,2017-12-03,2017,1,4,40.85,3
6936,F,60,84000,6937,2016-12-01,2016,4,4,148.06,8
6937,M,23,32000,6938,2018-01-11,2018,1,1,71.78,5
6938,M,67,67000,6939,2017-12-12,2017,4,3,83.26,5
6939,M,58,31000,6940,2015-12-20,2015,3,1,29.869999999999997,3
6940,F,74,91000,6941,2015-11-18,2015,5,5,186.39,9
6941,M,77,83000,6942,2016-03-28,2016,5,4,278.21,10
6942,F,22,63000,6943,2017-05-09,2017,1,3,254.9,10
6943,M,57,77000,6944,2017-09-08,2017,3,4,107.04,6
6944,M,49,33000,6945,2017-10-17,2017,2,1,4.95,1
6945,F,63,118000,6946,2017-08-08,2017,4,5,74.9,5
6946,M,54,69000,6947,2017-04-21,2017,3,3,133.33,7
6947,M,31,46000,6948,2016-06-06,2016,1,2,69.85,5
6948,M,64,40000,6949,2017-03-22,2017,4,1,58.35,4
6949,M,67,73000,6950,2015-11-14,2015,4,4,156.95,8
6950,M,48,110000,6951,2015-11-08,2015,2,5,38.62,3
6951,M,52,65000,6952,2018-01-30,2018,3,3,135.37,7
6952,F,54,60000,6953,2015-12-13,2015,3,3,25.26,3
6953,M,61,99000,6954,2016-03-27,2016,4,5,740.03,10
6954,M,37,40000,6955,2018-03-08,2018,1,1,0.6900000000000001,1
6955,M,37,68000,6956,2016-07-28,2016,1,3,72.37,5
6956,F,55,53000,6957,2017-08-02,2017,3,2,97.78999999999999,6
6957,M,19,34000,6958,2017-10-31,2017,1,1,5.27,1
6958,M,24,63000,6959,2017-08-27,2017,1,3,34.26,3
6959,M,50,68000,6960,2016-03-06,2016,2,3,56.36,4
6960,F,48,66000,6961,2017-09-18,2017,2,3,174.35,8
6961,M,61,31000,6962,2017-08-10,2017,4,1,130.68,7
6962,M,77,94000,6963,2015-02-09,2015,5,5,223.70000000000002,9
6963,F,41,73000,6964,2016-04-13,2016,2,4,131.67000000000002,7
6964,F,69,89000,6965,2015-10-02,2015,4,5,198.22,9
6965,F,63,54000,6966,2017-11-12,2017,4,2,17.57,2
6966,F,48,49000,6967,2017-10-25,2017,2,2,23.36,2
6967,F,79,95000,6968,2016-02-26,2016,5,5,84.08,5
6968,F,49,57000,6969,2013-11-12,2013,2,2,43.980000000000004,4
6969,F,24,42000,6970,2017-11-14,2017,1,1,96.35000000000001,6
6970,F,74,101000,6971,2017-10-01,2017,5,5,77.38,5
6971,F,50,70000,6972,2015-06-19,2015,2,3,44.89,4
6972,M,52,69000,6973,2017-10-30,2017,3,3,24.28,3
6973,M,57,53000,6974,2018-06-07,2018,3,2,64.86,5
6974,M,62,45000,6975,2017-08-06,2017,4,1,17.42,2
6975,M,44,34000,6976,2017-11-02,2017,2,1,11.260000000000002,1
6976,M,59,47000,6977,2017-08-29,2017,3,2,111.24000000000001,6
6977,M,29,49000,6978,2018-05-26,2018,1,2,3.29,1
6978,M,30,47000,6979,2017-08-27,2017,1,2,94.22999999999999,6
6979,F,82,84000,6980,2018-04-18,2018,5,4,34.53,3
6980,M,55,57000,6981,2016-11-20,2016,3,2,125.61,7
6981,F,30,32000,6982,2018-06-07,2018,1,1,41.36,4
6982,F,72,66000,6983,2016-11-06,2016,5,3,377.84,10
6983,M,25,34000,6984,2018-01-27,2018,1,1,144.62,8
6984,F,55,97000,6985,2016-04-20,2016,3,5,1011.8199999999999,10
6985,M,82,102000,6986,2017-02-04,2017,5,5,39.42,3
6986,M,65,78000,6987,2018-07-12,2018,4,4,71.99,5
6987,M,70,100000,6988,2015-08-21,2015,5,5,275.29,10
6988,M,93,60000,6989,2016-05-18,2016,5,3,56.52,4
6989,M,71,84000,6990,2017-10-21,2017,5,4,170.54,8
6990,F,80,84000,6991,2017-05-10,2017,5,4,163.93,8
6991,M,77,87000,6992,2017-12-08,2017,5,5,265.67,10
6992,M,51,101000,6993,2017-07-02,2017,2,5,209.35999999999999,9
6993,F,67,79000,6994,2018-05-07,2018,4,4,49.510000000000005,4
6994,M,63,86000,6995,2018-02-01,2018,4,5,42.58,4
6995,M,21,37000,6996,2017-10-12,2017,1,1,8.8,1
6996,F,55,108000,6997,2018-04-23,2018,3,5,101.42,6
6997,M,60,67000,6998,2018-01-30,2018,4,3,726.9699999999999,10
6998,M,74,76000,6999,2016-05-11,2016,5,4,160.74,8
6999,F,66,92000,7000,2017-09-02,2017,4,5,185.72,9
7000,M,63,61000,7001,2014-09-05,2014,4,3,188.28,9
7001,F,80,99000,7002,2017-06-10,2017,5,5,53.480000000000004,4
7002,F,43,56000,7003,2018-01-16,2018,2,2,82.08,5
7003,F,60,32000,7004,2018-04-16,2018,4,1,13.95,2
